,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-1684.18,294921.0,395865.56799999997,37.9988,1107950000.0,1684.18,0.06126322155909251,86.0,24252.0,270516.09599999996,101097.472,4572.0,146944.0,"[['C', 86], ['K', 128], ['C', 170], ['S', 1], ['R', 1], ['X', 8], ['Y', 8], ['C', 43], ['X', 3], ['R', 1], ['S', 1], ['C', 3], ['K', 82], ['Y', 8]]"
