,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-321.904,54591489.0,321.904,0.941176,2854550.0,358490.0,0.8760375764202992,1.0,282.0,4.128,35.775999999999996,6.0,52.0,"[['K', 1], ['S', 1], ['Y', 1], ['X', 1], ['K', 2], ['R', 1], ['C', 8], ['Y', 1], ['K', 1], ['X', 1], ['S', 1], ['Y', 1], ['R', 1], ['C', 1]]"
