,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-3630.11,6115215.0,111253567.328,2.11846,16222000000.0,3630.11,0.003259688733672891,1286.0,362652.0,110512831.808,378083.51999999996,124906.0,549540.0,"[['C', 1286], ['K', 192], ['C', 687], ['S', 1], ['X', 7], ['R', 1], ['Y', 1], ['C', 643], ['C', 325], ['K', 189], ['R', 1], ['X', 2], ['Y', 1], ['S', 1]]"
