,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-1211.36,241923.0,304171.77599999995,15.1998,226335000.0,1211.36,0.014833723428698396,16.0,4512.0,30976.512,268683.26399999997,2814.0,390528.0,"[['Y', 16], ['C', 24], ['X', 56], ['R', 1], ['Y', 18], ['K', 72], ['S', 1], ['K', 8], ['X', 42], ['R', 1], ['Y', 2], ['S', 1], ['C', 7], ['K', 9]]"
