,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-990.479,9331203.0,548581.76,2.38889,327093000.0,990.479,0.01233726764812596,24.0,6768.0,366335.23199999996,175478.528,22186.0,255056.0,"[['K', 24], ['Y', 30], ['K', 21], ['X', 30], ['R', 3], ['C', 64], ['S', 3], ['K', 12], ['S', 3], ['K', 9], ['X', 20], ['R', 3], ['Y', 6], ['C', 37]]"
