,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-1362.18,2145027.0,4198558.88,3.37719,4735210000.0,1362.18,0.02512004785794501,374.0,105468.0,3913715.5199999996,179375.36,15210.0,260720.0,"[['C', 374], ['R', 1], ['X', 14], ['K', 96], ['C', 191], ['S', 1], ['Y', 14], ['C', 187], ['Y', 3], ['C', 57], ['X', 8], ['K', 77], ['R', 1], ['S', 1]]"
