,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-1074.18,1229761.0,41900.255999999994,1.99844,1158330000.0,1074.18,0.6057242227827917,90.0,25380.0,12755.519999999999,3764.736,206.0,5472.0,"[['C', 90], ['K', 1], ['S', 1], ['R', 1], ['C', 80], ['X', 4], ['Y', 4], ['K', 3], ['C', 7], ['Y', 4], ['K', 1], ['S', 1], ['R', 1], ['X', 3]]"
