,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-525.963,2097409.0,984502.2399999999,1.99975,1914010000.0,525.963,0.04296587481608981,150.0,42300.0,919305.6,22896.64,8908.0,33280.0,"[['C', 150], ['Y', 8], ['K', 1], ['R', 1], ['S', 1], ['C', 64], ['X', 16], ['K', 2], ['S', 1], ['K', 1], ['X', 10], ['Y', 8], ['R', 1], ['C', 54]]"
