,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-33.2622,2001.0,7223.839999999999,1.44828,50009800.0,33.2622,0.07807481893286673,2.0,564.0,4268.352,2391.488,3102.0,3476.0,"[['K', 2], ['Y', 4], ['X', 3], ['C', 79], ['K', 40], ['S', 3], ['R', 3], ['C', 1], ['C', 47], ['S', 3], ['K', 40], ['R', 3], ['X', 2], ['Y', 1]]"
