,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-16954.3,1787907.0,2203564.7679999997,1.76288,50020800.0,16954.3,0.0002559489097803546,2.0,564.0,46258.367999999995,2156742.4,33618.0,3134800.0,"[['K', 2], ['C', 512], ['Y', 7], ['S', 3], ['X', 6], ['R', 3], ['K', 170], ['K', 1], ['R', 3], ['K', 146], ['X', 3], ['S', 3], ['C', 11], ['Y', 1]]"
