,reward,runtime,area,throughput,power,energy,pe_area_ratio,PE,PE_area,L1_area,L2_area,L1_size,L2_size,best_sol
0,-1683.22,8389633.0,24731.823999999997,1.99976,6698230.0,1683.22,0.05701156534188502,5.0,1410.0,337.11999999999995,22984.703999999998,98.0,33408.0,"[['C', 5], ['X', 1], ['Y', 1], ['S', 1], ['R', 1], ['C', 32], ['K', 256], ['Y', 1], ['K', 1], ['Y', 1], ['S', 1], ['X', 1], ['R', 1], ['C', 24]]"
